,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,complete_date
104,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",1 noche,En pareja,They don’t follow the standards of having a clean hotel room expect to find hair in your towels or sheets you’ll be surp,I have no problem spending money on a beautiful hotel. Email system is compromised so anytime I travel I have to be very careful. Made sure to address this with the front desk making sure that our room would be very clean. I even paid an upgrade fee to get an ice room it was a sure that this would be beautiful.,toenails next to the nightstand from the previous guest hair on my pillows and sheets standing water in the shower up to my ankles I could go on and on and on it was disgusting and you pay a pretty penny for a hotel you expect that you’re going to receive luxury. During this time with Covid and having a compromised immune system I will pay top dollar for a hotel biggest mistake Hyatt has the lowest standards when I brought this to the attention of the front desk they told me that I get a call back I got a callback from a manager who told me that I would be getting two nights for free and they would make it out to me I thought that sounded like a pretty good resolution. The room was awful it was small it was half the size of my other room still here and still mold in the shower and still candy wrappers under the bed,,11042.0,mayo de 2022,Comentó en: 31 de mayo de 2022
105,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En pareja,Aceptable,Pictures online much better than the room,,,11042.0,abril de 2022,Comentó en: 4 de abril de 2022
106,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,3 noches,En grupo,"Friendly staff, convenient location and breakfast!",Breakfast was ok.. no cream cheese..,"The sofa bed was very uncomfortable. Room was not cleaned. Even after asking, only towels were replaced.",,11042.0,febrero de 2022,Comentó en: 23 de febrero de 2022
107,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En pareja,Decepcionante,Location,I got charged 3 times !!! One from booking.com and twice at the hotel! 220-270$ 3 times. Told me to reach out the accounting during the week. Very disappointed.,,11042.0,enero de 2022,Comentó en: 17 de enero de 2022
108,Estados Unidos,King Studio Suite with Accessible Tub - Disability Access,1 noche,En pareja,Great Staff,"I liked that the property was close to my venue and it had a balcony to allow air to circulate. 
The staff is fantastic. See below!","I did not like the lack of attention to the elevator. It was down for two days, which allowed for only one elevator. This hotel is very busy, and having one elevator was inconvenient. But, I can live with that. 
What really sent me to a boil is a guest below decided to disregard the one courteous rule of pretty much EVERY hotel in the world—smoking!! The signs are all over the place, even marked on the slider towards the balcony and, yes, even ON the balcony! So, the disgusting plume of smoke wafted in my room above him. 
But, this is the redeeming part: I called the front desk, they promptly—I mean promptly— called the room and told the tenants that smoking is prohibited in the rooms and that there are designated smoking areas outside the hotel. Furthermore, they called me back and said if they continued, they would be told to leave! 
No more smoke for the remainder of my stay and I got to enjoy the fresh air from the balcony. 
Now, that’s service!!!",,11042.0,agosto de 2021,Comentó en: 4 de octubre de 2021
109,Estados Unidos,Den Room with King Bed,3 noches,Persona que viaja sola,Bien,"It seemed clean for these covid times.
Complimentary breakfast was as expected.",,,11042.0,agosto de 2021,Comentó en: 10 de agosto de 2021
110,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,3 noches,En familia,Pésimo,"House keeping took my shirts, went to lost and found to try and get them back, was told they weren’t there. So what my clothes magically disappered?",,,11042.0,julio de 2021,Comentó en: 4 de agosto de 2021
111,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",1 noche,En pareja,"Great stay, over charged, double charged, unhappy.","The rooms were amazing, staff were nice and welcoming.",Getting charged multiple times for a single stay. Writing a complaint and not getting a response from anyone.,,11042.0,julio de 2021,Comentó en: 17 de julio de 2021
112,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,3 noches,Persona que viaja sola,Muy mal,Over charges,,,11042.0,junio de 2021,Comentó en: 27 de junio de 2021
113,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,2 noches,En familia,It was a plesant stay close and convinient to airport and beach.,We liked the kitchen in our room and the pull out couch.,The pool closes at 8pm no jacuzzi and i paid for parking.,,11042.0,junio de 2021,Comentó en: 24 de junio de 2021
114,Alemania,Den Room with King Bed,1 noche,Persona que viaja sola,Aceptable,Breakfast was very disappointing But overall not a top great stay either. Definitely expected more for the rate.,,,11042.0,abril de 2021,Comentó en: 21 de abril de 2021
115,Estados Unidos,Den Room with King Bed,1 noche,En familia,Aceptable,Not much,"Bed was making noise, TV was not working.",,11042.0,abril de 2021,Comentó en: 14 de abril de 2021
116,Estados Unidos,Den Room with King Bed,1 noche,En familia,Great hotel in great area,Great area close to shopping and the SNA airport. Great staff and quiet. Rooms were nice and clean.,Very clean and nice staff. Tina was very helpful at the front desk. Would definitely stay here again.,,11042.0,julio de 2023,Comentó en: 10 de julio de 2023
117,Estados Unidos,Den Room with King Bed,2 noches,En pareja,the hotel and staff were excellent. great breakfast,very modern and clean,nothing,,11042.0,junio de 2023,Comentó en: 18 de junio de 2023
118,Estados Unidos,Den Room with King Bed,1 noche,En pareja,Five stars!,"I’d like to first say, me and my wife have stayed at several hotel properties and hands down this has been one of the best experiences. The room was clean, property well kept, and the attention to detail was exceptional. Our visit was a staycation but we would definitely recommend this location.",N/A,,11042.0,mayo de 2023,Comentó en: 30 de mayo de 2023
119,Estados Unidos,Den Room with King Bed,3 noches,En familia,housekeeping very friendly. maintenance very friendly. very clean stay comfortable. welcoming. definitely would stay ag,very homey cozy comfortable,weird people would come late or middle night to parking structure and smoke or sketchy cars coming in looking around.,,11042.0,marzo de 2023,Comentó en: 5 de marzo de 2023
120,Hong Kong,Den Room with King Bed,2 noches,En grupo,"nice, clean hotel with friendly staff in a good location",very new/ clean,no in room safe,,11042.0,septiembre de 2022,Comentó en: 20 de septiembre de 2022
121,Estados Unidos,Den Room with King Bed,1 noche,En familia,Excepcional,Everything was perfect and the complementary breakfast was delicious.,,,11042.0,septiembre de 2021,Comentó en: 30 de septiembre de 2021
122,Estados Unidos,Den Room with King Bed,1 noche,Persona que viaja sola,Bien,"Clean, people and the breakfast was good",I had a hard time finding the street to turn into. I had to go around the block twice,,11042.0,julio de 2021,Comentó en: 24 de agosto de 2021
123,Japón,Den Room with King Bed,2 noches,Persona que viaja sola,Excepcional,"部屋が綺麗。
近くに食事できるお店がいくつかあった。メキシカン、日本食など。",,,11042.0,noviembre de 2023,Comentó en: 22 de noviembre de 2023
124,Arabia Saudí,Suite Estudio con cocina y sofá cama - Cama extragrande,4 noches,En pareja,Muy bien,الغرفه واسعه ونظيفه، عزل الصوت ممتاز والموقع امن.,ممكن تشم رائحه طبخ بعض النزلاء من الغرف المجاورة. لم يكن تعامل احد موظفي الاستبال جيدا بيد ان جميع الموظفون الاخرون كان جيدا.,,11042.0,octubre de 2023,Comentó en: 14 de octubre de 2023
125,China,Suite Estudio con cocina y sofá cama - Cama extragrande,5 noches,En pareja,总体满意,带厨房 房间面积正好 很舒服 早餐品种满足基本需要,地毯有一点点味道,,11042.0,octubre de 2023,Comentó en: 13 de octubre de 2023
126,Brasil,Den Room with King Bed,3 noches,En pareja,Muito boa,Café da manhã bom. Localização ótima,,,11042.0,septiembre de 2023,Comentó en: 12 de septiembre de 2023
127,Corea del Sur,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En familia,가족여행,"조식 포함이어서 좋았습니다. 조식이 다양하진 않지만 괜찮았습니다. 가족들 모두 아침식사를 즐길 수 있었습니다.
방은 깨끗했고 주차공간도 여유롭습니다.",방이 조금 습했습니다.,,11042.0,agosto de 2023,Comentó en: 3 de septiembre de 2023
128,Corea del Sur,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En familia,Fantástico,"깔끔하고 편안한 객실
레지던스형 호텔이지만, 매일 침구정리 등간단한 서비스을 해줌
주변 비슷한 호텔대비 저렴한 가격","데스크 직원이 물품 결제를 잘못하여 불편하였음
주방 아일랜드 식탁 높이가 높아 앉기 불편
셀프세탁기, 건조기 사용시 1회용 세제를 번번히 구매해야함",,11042.0,agosto de 2023,Comentó en: 13 de agosto de 2023
129,China,Suite Estudio con cocina y sofá cama - Cama extragrande,5 noches,En familia,整体很满意！,酒店很干净,沙发床床垫特别不舒服。有洗衣房就更好了！,,11042.0,julio de 2023,Comentó en: 30 de julio de 2023
130,Estados Unidos,Den Room with King Bed,6 noches,Persona que viaja sola,"Цена и качество не совсем отвечает стандарту! Завтраки включены, но нету никакого разнообразия, каждое утро одно и тоже!","Близко к аэропорту, у меня было очень тихий номер звукоизоляции отличная, учитывая что аэропорт в 10 минутах езды на машине! 
￼","Уборка номера была среднего качества, душевая кабина частично было с плесенью между плиткой! Один раз полотенца забыли поменять, и сложили красиво на полочку все использованные . ￼",,11042.0,julio de 2023,Comentó en: 18 de julio de 2023
131,Japón,Habitación Doble - 2 camas dobles y sofá cama,9 noches,En pareja,完全满足了我们此次入住的要求,非常的方便，可以自由选择在大厅里休息、就餐，或者在房间里自己动手做料理，房间内还有洗碗机真的太好了，打扫房间也很自仔细。停车也很方便。,如果能在房间添加一点装饰摆件就更完美了,,11042.0,diciembre de 2022,Comentó en: 30 de diciembre de 2022
132,Estados Unidos,Den Room with King Bed,3 noches,En pareja,muito boa!!,a entrada,a cama,,11042.0,septiembre de 2022,Comentó en: 15 de septiembre de 2022
133,China,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En familia,Fantástico,很赞，床垫特别舒服 ，干净整洁，服务好,,,11042.0,enero de 2022,Comentó en: 28 de enero de 2022
134,Corea del Sur,Suite Estudio con cocina y sofá cama - Cama extragrande,4 noches,En familia,Muy bien,위치,조식의 내용이 좀 부족했고 전체적으로 가성비가 좋지는 않았어요,,11042.0,septiembre de 2021,Comentó en: 19 de septiembre de 2021
