,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date
128,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,"in and out, smooth as silk!","staff, from valet, to check-in, to desk personel, to lobby bar crew were all fantastic. Was in for the Dead & Co. show on a Sunday at Oracle Park. Bar staff kept the bar open, serving until 1AM, to accomadate the guests returning from the concert; thanks guys!!!!!!! late night desk guy set up my wake-up call, and talked me into setting it 1/2 hour earlier than I originally requested. He was right, wouldn't have got the car back in time to catch my flight with original wake-up time; thanks, man!
as to the room: spacious, sparking clean; perfect!",All GOOD!,,429.0,julio de 2023
129,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,"Lovely stay, close to the venue we came for.","Great location. Walk to many sites. Clean, nice upscale feeling. Walking distance to the venues we came for.","Had to ask for hand soap. Hair dryer didn't work, but a new one was brought up quickly.",,429.0,julio de 2023
130,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,"amazing location, clean, beautiful hotel. super comfy beds.",beautiful hotel,nothing,,429.0,julio de 2023
131,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Fantástico,"Our room was great, the view was spectacular. The staff with checkin and in general were very nice and approachable.",,,429.0,julio de 2023
132,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,"I hadn't been to the Hyatt Regency since I was in high school in the 80s for prom . I was pleasantly surprised, and the room was so comfortable and beautifully modern period. We had an excellent stay, and we're already talking about going back. The whole vibe of the hotel was peaceful.","No food available after 10 pm, and no room service.",,429.0,julio de 2023
133,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,"Overall good service, location, & room.","Location, cleanliness, staff.","Expensive for a Mon/Tues night ($990 for 2 nights including $80/night valet)
We can hear kids running back & forth upstairs all evening/ morning 
Bartender was not as attentive, only 1 couple plus us at the bar & we had to flag him for drinks.",,429.0,julio de 2023
134,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,Persona que viaja sola,Muy bien,"Location and balcony with bay view , easy walking along the embarcadero.",,,429.0,abril de 2023
135,Indonesia,Habitación con 2 camas grandes,3 noches,En grupo,Muy bien,Central location. Close to restaurants and the Pier,,,429.0,mayo de 2023
136,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En familia,Fun but pricey hotel for a vacation stay!,Room was not ready--we were a bit early but another room for $30 more a night was.,Lose facilities fee--we never used any of the things we paid for.,,429.0,julio de 2023
137,Canadá,Habitación con 2 camas grandes,2 noches,En familia,Perfect destination for a family getaway in San Fran!,Everything! The design the amazing lobby the kids corner with games the spaciousness the rooms cleanliness the amazing staff 👌,,,429.0,julio de 2023
138,Reino Unido,Habitación con cama extragrande y acceso al club,1 noche,En pareja,Best location in San Francisco,We love this hotel. Location is perfect.,The toilet was so small that we had to close the shower door in order to close the toilet door. It was hard and we ended up with a very wet floor,,429.0,junio de 2023
139,Hungría,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,4 noches,En familia,Nice hotel with very good location.,"Good location, nice and very clean rooms, amaizing lobby, comfortable beds. Staff was very helpful.",Wellness facilities would be nice to have.,,429.0,julio de 2023
140,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,Persona que viaja sola,Muy bien,"My king bed room with balcony overlooking the bay. Great location for getting to boat, scheduled for July 4th bay cruise to see the fireworks and celebrate with food and drinks.",No Problem for my 1 night stay.,,429.0,julio de 2023
141,Filipinas,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Will definitely stay again!,"Clean room, comfortable bed, great view!",,,429.0,junio de 2023
142,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Very comfortable,Nice area,Many stores were closed,,429.0,julio de 2023
143,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,"Excellent stay! Staff was unbeatable, will be back for that ocean balcony view but next time bringing my pup! They’re do","The staff was exceptional every single one of them, the view from my balcony was lovely , & I told the staff it was our anniversary, after check in they called up to the room and brought us champagne in the house in celebration
It was super close to the water soo convenient, with a delicious food and trinket marketplace right out the doors at the port of San Francisco",Hehe how far I walked each day but that’s not on the property just miles walk up pier 39,,429.0,julio de 2023
144,República Checa,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,Persona que viaja sola,Muy bien,Bed was super comfortable. I fell to a sleep in a minute. Room was also nice and spacious.,The water pressure in the shower was too weak. No bottles with water for free :-/. I paid 600$ deposit and there is no information about it at Booking.,,429.0,julio de 2023
145,Tailandia,Habitación con 2 camas grandes,2 noches,En pareja,Muy bien,Super clean and good smell,,,429.0,junio de 2023
146,Tailandia,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Mr.Andy is the most extraordinary staff,self parking is far from hotel,,429.0,junio de 2023
147,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Location,The wait for the elevator was unusually long.,,429.0,junio de 2023
148,Estados Unidos,Habitación con cama extragrande.,2 noches,En familia,"Good, woud stay here again","Clean, elegant, good location","Outside staff (near family drop-off) was rude. As if not doing valet parking is a crime!
Also, when asked for a blanket, they took two hours to respond.",,429.0,mayo de 2023
149,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,"Clean, safe, comfortable hotel","Good accessible location. We were able to find handicap parking right outside the door and so we didn’t have to pay for parking. Our car was safe the entire time. The area of hotel was clean and we felt safe with our kids. The hotel itself was clean, comfortable and surprisingly quiet. No slamming doors or screaming people/kids. Very pleasant",The elevators were broken (not all) so it made the wait times for an elevator quite long. Especially for the regency club.,,429.0,junio de 2023
150,Arabia Saudí,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Fantástico,Hotel is relatively new.,Parking and valet unreasonable charges 80+$,,429.0,junio de 2023
151,Argentina,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En grupo,Great option for SF. Best value. Nice rooms and beds. Amazing staff.,"perfect location, very clean and with great staff. friendly and efficient. a gorgeous building.",,,429.0,junio de 2023
152,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,"My stay was amazing. The building, architecture, and facilities were out of this world!",The building itself was very nice and clean. I was amazing to walk around in. Facilities were still open till late at night and even being able to use the gym at 1am was pretty surreal.,"Sometimes the elevators would not work or take you to the wrong floor. Just trying to get to your room's floor can be a pain, especially if it is high up.",,429.0,mayo de 2023
153,Rumanía,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,Persona que viaja sola,"Very nice hotel, very good location",The venue,,,429.0,junio de 2023
154,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,"My last visit at this hotel, time to try one of the many more the city has to offer.",Location,"Struggled to get the key to work for my room, had to walk all the back down to get a new key after waiting in line. Just to have to repeat again after key didn’t work the second time. Security never met me to check it out so did it again for a third time. I actually wanted a refund, think next time I’ll try a different hotel since I don’t pick my rooms based strictly on price alone.",,429.0,junio de 2023
155,Australia,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Great secure position. Lovely large veranda but difficult to use in San Francisco weather,position,Decor rather bland,,429.0,mayo de 2023
156,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Everything great except people loudly talking 3 times after midnight!,Pretty and close to Embarcadero,Taxes on it.,,429.0,mayo de 2023
157,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En familia,"relaxing, worry free and luxury at a decent price. thanks for upgrading me. I won’t forget when booking in the future!",location (close to public transportation) and waterfront.,the room was far from the elevator. and the elevators were packed.,,429.0,mayo de 2023
158,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1 noche,Persona que viaja sola,Great Location,Beautiful scenery 👌,N/A,,429.0,mayo de 2023
159,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Excepcional,Amazing hotel & location!,No complaints,,429.0,mayo de 2023
0,Colombia,Habitación Doble - 2 camas dobles y sofá cama,4 noches,Persona que viaja sola,Excepcional,"La comida es muy buena, habitaciones limpias y muy confortables",,,433.0,febrero de 2023
1,Honduras,Habitación Doble - 2 camas dobles y sofá cama,2 noches,En pareja,Excepcional,La comodidad y el desayuno.,,,433.0,diciembre de 2023
2,Costa Rica,Habitación Doble - 2 camas dobles y sofá cama,1 noche,En familia,Estadía de víspera de fin de semana,"La tranquilidad, el orden, la limpieza, el acceso al centro comercial, la comodidad de las camas, el silencio a la hora de dormir, las ventanas que no dejan pasar la luz, un café excelente y un gran desayuno","Quizá de lo único que puedo quejarme, es del ruido que produce el abanico del aire acondicionado en la habitación",,433.0,diciembre de 2023
3,República Dominicana,Habitación Doble - 2 camas dobles y sofá cama,4 noches,En familia,"Muy buenas, volvería.","Me gustó mucho, que limpian las habitaciones todos los días. Desayuno variado, y cerca de todo, buena relación calidad precio.",,,433.0,noviembre de 2023
4,Costa Rica,Habitación Doble - 2 camas dobles y sofá cama,1 noche,En pareja,Súper,La comodidad,El desayuno,,433.0,noviembre de 2023
5,Costa Rica,Habitación Doble - 2 camas dobles y sofá cama,1 noche,En familia,Cerca de todo y bellísimo,"Excelente en todo aspecto,el personal es espectacular,la instalaciones bellas,la ubicación de lo mejor","Todo me gustó,viajamos mucho y este hotel es excelente",,433.0,noviembre de 2023
